Place_Id,Place_Name,Category,Rating,Content
60,Museum Tekstil,Budaya,4.5,museum cinta tekstil tempat gedung tua jalan k s tubun kota bambu selatan no 4 camat palmerah jakarta barat n ngedungnya sendiri mula rumah pribadi orang warga negara prancis bangun abad 19 kemudian beli konsul turki nama abdul azis almussawi al kazimi tetap indonesia lanjut tahun 1942 jual dr karel christian cruq npada masa juang merdeka indonesia gedung jadi markas baris aman rakyat bkr tahun 1947 ami lie sion pin tahun 1952 beli departemen sosial tanggal 25 oktober 1975 serah pemda dki jakarta kemudian tanggal 28 juni 1976 resmi ibu tien soeharto bagai museum tekstil budaya
61,Tugu Proklamasi,Budaya,4.6,tugu proklamasi tugu ingat proklamasi merdeka republik indonesia diri kompleks taman proklamasi jalan proklamasi jakarta pusat taman sebut lokasi bekas diam sukarno jalan gangsa timur 56 rumah sebut hancur lokasi baca proklamasi merdeka kompleks monumen patung sukarno hatta ukur besar diri damping mirip dokumentasi foto naskah proklamasi pertama kali baca tengah patung proklamator patung naskah proklamasi buat lempeng batu marmer hitam susun bentuk tulis mirip naskah keti asli budaya
62,Taman Legenda Keong Emas,Taman Hiburan,4.5,taman legenda keong emas rupa salah satu tempat rekreasi favorit kawasan jakarta timur lokasi taman mini indonesia indah tmii taman legenda keong emas tmii jadi ikon pusat sarana wisata besar indonesia bagai sarana rekreasi seluruh keluarga taman legenda keong emas tmii punya visi misi edukasi masyarakat sekaligus lestari waris budaya indonesia salah satu lalu legenda cerita rakyat taman hibur
63,Museum Kebangkitan Nasional,Budaya,4.7,museum bangkit nasional bahasa inggris museum of national awakening buah gedung bangun bagai monumen tempat lahir kembang sadar nasional temu organisasi gera modern pertama kali nama boedi oetomo jadi museum bangun sekolah dokter diri belanda nama school tot opleiding van inlandsche artsen singkat stovia sekolah dokter bumiputra jalan gedung sebut selalu alih fungsi lokasi museum jauh pasar senen tepat jalan abdurrahman saleh no 26 rspad gatot subroto jakarta pusat budaya
64,Museum Sasmita Loka Ahmad Yani,Budaya,4.7,museum sasmita loka ahmad yani salah satu museum pahlawan nasional letak jalan lembang no 58 jalan laruharhari no 65 jakarta pusat dki jakarta indonesia museum buka umum hari selasa hingga hari minggu pukul 08 00 hingga pukul 14 00 wib tiap hari senin museum tutup umum budaya
65,Museum Basoeki Abdullah,Budaya,4.6,museum basoeki abdullah isi lukis koleksi pribadi basoeki abdullah patung topeng wayang senjata museum letak jakarta selatan kelola menteri didik budaya pamer museum guna gelar seminar teliti lokakarya terbit macam bentuk publikasi upa katalog biografi kumpul artikel hasil teliti budaya
66,Museum Layang-layang,Budaya,4.5,museum layang buah museum letak jl h kamang no 38 pondok labu jakarta selatan museum rupa museum layang pertama indonesia jumlah koleksi layang museum jumlah 600 jumlah sebut terus tambah iring datang koleksi baru layang daerah luar negeri maupun layang buat sendiri karyawan museum museum layang buka tiap hari mulai pukul 09 00 16 00 wib hari libur nasional museum layang tutup budaya
67,Margasatwa Muara Angke,Cagar Alam,4.2,suaka margasatwa muara angke buah kawasan konservasi dasar sk menteri hutan ri nomor 097 kpts ii 1988 29 februari 1998 wilayah hutan bakau pesisir utara jakarta cara administratif kawasan masuk wilayah lurah kapuk muara camat jaring kotamadya jakarta utara cagar alam
68,Pasar Petak Sembilan,Pusat Perbelanjaan,4.4,pecinan glodok tepat pasar petak sembilan jakarta barat rupa salah satu tempat jual bagai macam kuliner khas china kawasan bagai besar huni orang tionghoa kenal kuliner khas china banyak jaja warga mulai kue keranjang kue dodol hingga kue lapis banyak jaja sini harga mulai rp 30 ribu hingga rp 100 ribu tiga jenis kue jadi kue paling sering beli lengkap raya imlek turut sumber jual aku kue jaja datang langsung bagai daerah asal wilayah beda kue memilliki ciri khas sendiri pusat belanja
69,Freedom Library,Budaya,5.0,freedom library pustaka buku buka umum milik puluh ribu koleksi buku susun rak sesuai tema mudah cari buku desain ruang modern suasana tenang buat baca betah lama sini cukup daftar jadi member lebih kena biaya gratis kalian baca buku pustaka budaya
70,Perpustakaan Nasional,Budaya,4.7,pustaka nasional pustaka cara khusus diri perintah negara simpan informasi negara sebut beda pustaka umum sangat jarang khalayak ramai pinjam buku seringkali buah pustaka nasional simpan koleksi langka sejarah nbeberapa pustaka awal sebut pustaka nasional pustaka alexandria rupa pustaka mesir kuno pustaka nasional sering kali ukur sangat besar luas banding pustaka biasa negara beberapa negara independen tetap lestari budaya khusus umum diri buah pustaka nasional segala atribut lembaga sebut deposito hukum nbanyak pustaka nasional kerja sama federasi internasional asosiasi institusi pustaka bahasa inggris international federation of library associations and institutions ifla bagas tugas umum tetap promosi standar umum laksana proyek bantu penuh tugas pustaka nasional eropa partisipasi pustaka eropa rupa layan konferensi pustakawan nasional eropa bahasa inggris conference of european national librarians cenl nsalah satu rencana pertama buah pustaka nasional rancang matematikawan john dee tahun 1556 lihat mary i inggris rencana visioner lestari buku lama manuskrip catat diri pustaka nasional proposal sebut tuju budaya
71,Cibubur Garden Diary (Cibugary),Cagar Alam,4.5,cibubur garden dairy biasa kenal degan sebut cibugary rupa buah terna sapi perah terna kambing milik nuansa kebun kawasan cibubur sang empunya bapak rachmat baghory punya inisiatif jadi tempat sebut bagai wisata agro edukatif utama anak cagar alam
72,Waterboom PIK (Pantai Indah Kapuk),Taman Hiburan,4.4,waterbom jakarta rupa buah wahana main air cukup populer kawasan pantai indah kapuk pik jakarta utara harga tiket masuk waterboom pik terlalu uras kantong rp 100 ribu per orang weekday rp 200 ribu weekend waterboom pik jadi objek wisata favorit libur tawar fasilitas milik wahana main air bilang lengkap taman hibur
73,Museum Perangko,Budaya,4.4,museum perangko bangun bentuk bangun gaya jawa bal atas lahan luas 9 590 m2 resmi presiden soeharto tanggal 29 september 1983 museum pamer koleksi perangko asal indonesia luar negeri adapula sepeda pos antik merk falter buat jerman barat tahun 1950 letak serambi museum halaman depan bola dunia merpati bawa buah surat melambang tugas perum pos giro jangkau seluruh dunia budaya
74,Museum Tengah Kebun,Budaya,4.6,museum tengah kebun buah museum simpan 4 000 koleksi seni sejarah indonesia luar negeri lokasi daerah kemang jakarta selatan museum bangun tengah kebun luas 3 500 m2 museum milik cara pribadi sjahrial djalil salah satu tokoh iklan modern indonesia diri biro iklan ad force inc tahun 2013 museum pilih bagai museum swasta baik museum awards koleksi 63 negara 26 provinsi indonesia 2 buat museum beda museum tata banyak 2 414 koleksi pamer unjung letak atur bagai sudut ruang lantai tangah taman toilet dinding luar rumah bagai budaya
75,SnowBay Waterpark,Taman Hiburan,4.3,waterpark hadir wahana imajinatif konsep gunung salju tinggal atraksi air baik sangat senang luas 3 hektar tempat wisata sedia wahana wahana main air baik tak salah water park mati padat unjung utama musim libur datang unjung nikmat seru bagai atraksi air pandang artistik tutup 70 kawasan salju unjung rasa rasa lelah penat kurang saksi suasana salju eksotik unjung sambut rekreasi air kelas dunia konsep tualang buat kesima suguh bagai aktivitas seru nikmat seluruh keluarga segala umur main air juga wahana tantang adrenalin cocok lepas stres taman hibur
76,Taman Cattleya,Taman Hiburan,4.5,hadir taman cattleya sangat manfaat masyarakat ibu kota tengah situasi penat macet tumpuk kerja polusi jadi ancam kota besar lokasi taman cattleya sangat strategis sedang bingung cari tempat pas akhir pekan lokasi taman cattleya dekat pusat belanja sangat kenal mall taman anggrek taman hibur
77,Taman Hutan Tebet,Taman Hiburan,4.4,taman tebet bangun tahun 1960 taman sempat tunda tahun 1970 jadi mukim liar tahun 2006 nama taman honda bukan alas nama restorasi taman laku atas kerjasama pt honda prospect motor perintah provinsi dki jakarta taman luas 1 800 m2 resmi gubernur dki jakarta waktu fauzi bowo tanggal 28 juli 2010 rupa ruang buka hijau manfaat warga jakarta aktivitas jalan tebet barat raya jalan tebet timur raya camat tebet kotamadya jakarta selatan kawasan taman milik anak sungai alir arah pasarminggu tuju manggarai taman tebet lengkap jumlah fasilitas arena main anak tempat olahraga arena olahraga sendiri bulu tangkis jogging track taman rawat tugas sedia musala kamar mandi gazebo fasilitas terapi refleksi taman hibur
78,Hutan Kota Srengseng,Taman Hiburan,4.3,taman hutan mangrove pantai indah kapuk salah satu taman cukup kenal lama jumpa universitas indonesia depok letak pinggir jakarta nama hutan kota srengseng sesuai nama kawasan wisata letak daerah srengseng kembang jakbar letak dekat daerah mayor kebon jeruk rawa buaya hutan srengseng jadi salah satu kawasan alam hijua jumpa daerah khusus ibukota jakarta perlu tahu bukan srengseng sawah sudah beda hadir taman kota beri peran penting sektor alam jakarta tengah alami kembang cukup pesat taman hibur
79,Taman Spathodea,Taman Hiburan,4.6,objek wisata taman spathodea jagakarsa dki jakarta selatan jakarta salah satu tempat wisata jl bagus raya camat jagakarsa kota jakarta selatan daerah khusus ibukota jakarta indonesia objek wisata taman spathodea jagakarsa dki jakarta selatan jakarta tempat wisata ramai wisatawan hari biasa maupun libur jadi daya tarik taman spathodea milik banyak jenis tanam tanam baik pohon bunga hias area taman danau kecil tengah taman buat nyaman unjung banyak fasilitas umum sedia taman spathodea misal lintas jogging kolam ikan outdoor gym taman main anak toilet parkir cukup luas tempat duduk cukup nyaman taman spathodea buka mulai pukul 05 00 18 00 wib jadi kalo mulai malam taman tutup umum taman hibur
80,Plaza Indonesia,Pusat Perbelanjaan,4.7,plaza indonesia resmi awal tahun 1990 diri empat lantai toko kelas atas luas 38 050 m2 pusat belanja letak bundar hotel indonesia tepat jalan m h thamrin jalan kebon kacang raya kawasan bisnis utama jakarta nplaza indonesia lengkap hotel grand hyatt jakarta buah hotel bintang lima lantai 28 resmi buka awal tahun 1990 hotel milik lebih 300 kamar desain modern minimal restoran eksklusif fasilitas sangat lengkap npengembangan plaza indonesia lanjut entertainment x nter buka belah gedung bidik pangsa pasar anak muda gedung sambung buah jembatan keliling toko nkini plaza indonesia lengkap gedung kantor the plaza office tower apartement the keraton grand hyatt residences nplaza indonesia kembang pt global land development tbk nama pt kridaperdana indahgraha tbk pusat belanja
81,Mall Thamrin City,Pusat Perbelanjaan,4.4,thamrin city thamrin city mall rupa pusat belanja besar jakarta pusat lokasi letak 150 meter bundar hotel indonesia 300 meter pasar tanah abang tepat di jl thamrin boulevard d h kebon kacang raya akses bagai arah jl thamrin jl teluk betung maupun jl kh mas mansyur pusat belanja
82,Museum Satria Mandala,Budaya,4.5,museum satria mandala museum sejarah juang tentara nasional indonesia letak jalan gatot subroto jakarta selatan museum resmi tahun 1972 mantan presiden indonesia soeharto awal rumah salah satu istri mantan presiden indonesia soekarno istri nama ratna sari dewi soekarno museum temu bagai koleksi alat perang indonesia masa lampau hingga modern koleksi ranjau rudal torpedo tank meriam bahkan helikopter pesawat terbang satu pesawat cureng pernah terbang marsekal udara agustinus adisucipto nselain museum simpan bagai macam benda sejarah kait tni aneka senjata berat maupun ringan atribut tentara panji lambang lingkung tni museum pamer tandu usung panglima besar jenderal soedirman gerilya sakit lawan duduk belanda era 1940 an nmasih kompleks museum tni satriamandala juga museum waspada purbawisesa tampil diorama tni sama rakyat tumpas gerombol separatis tii jawa barat jawa tengah aceh kalimantan selatan sulawesi selatan era tahun 1960 an fasilitas di museum tni satriamandala adalah taman baca anak kios cenderamata kantin gedung serbaguna kapasitas 600 kursi budaya
83,Alive Museum Ancol,Taman Hiburan,4.3,museum kini tawar benda benda nila sejarah edukatif sulap jadi wahana rekreasi seru objek foto beda alive museum ancol alive museum tampil bagai seni rupa upa lukis 3 dimensi mana unjung foto latar belakang nyata meski dari foto 3 dimensi foto lihat nyata objek taman hibur
84,Kawasan Kuliner BSM,Pusat Perbelanjaan,4.6,pecenongan kawasan kuliner bsm buka pukul 09 00 hingga 18 00 lokasi jalan m h thamrin jakarta pusat kawasan kuliner bsm rupa tempat makan murah favorit warga lancong kawasan kuliner jakarta hadir kios warung deret satu area khusus unjung susur jalur sempit tiap kios pilih hidang kawasan kuliner bsm hadir hidang berat makan ringan unjung temu bakso nasi goreng aneka soto nasi padang nasi uduk pecel sete gudeg gado bagai bagai hidang ringan kue misal donat kentang jamur goreng sup buah kentang goreng agam goreng unjung naik bus trans jakarta koridor 1 blok m kota hingga halte bank indonesia lalu seberang jalan dekat gedung bank mandiri sana kawasan kuliner bsm cukup mudah temu pusat belanja
85,Taman Pintar Yogyakarta,Taman Hiburan,4.5,taman pintar yogyakarta bahasa jawa hanacaraka taman pintar ngayogyakarta wahana wisata pusat kota yogyakarta tepat jalan panembahan senopati no 1 3 yogyakarta kawasan benteng vredeburg taman madu tempat wisata rekreasi maupun edukasi satu lokasi taman pintar milik arena main sekaligus sarana edukasi beberapa zona akses langsung pusat buku eks shopping centre tambah nilai lebih taman pintar tempat rekreasi sangat baik anak masa kembang nbeberapa tahun taman pintar jadi alternatif tempat wisata masyarakat yogyakarta maupun luar kota taman khusus wahana didik anak usia dini lengkap teknologi interaktif digital meta video pacu imajinasi anak tari hadap teknologi ada 35 zona 3 500 alat aga main edukatif taman hibur
86,Keraton Yogyakarta,Budaya,4.6,keraton ngayogyakarta hadiningrat keraton yogyakarta bahasa jawa translit karaton ngayogyakarta hadiningrat rupa istana resmi sultan ngayogyakarta hadiningrat kini lokasi kota yogyakarta keraton diri sri sultan hamengkubuwana i tahun 1755 bagai istana keraton yogyakarta baru diri akibat pecah mataram islam janji giyanti keraton pecah keraton surakarta hadiningrat sunan surakarta raja surakarta dinasti mataram terus 2 raja sultan yogyakarta sunan surakarta total luas wilayah seluruh keraton yogyakarta capai 184 hektar liput seluruh area benteng baluwarti alun lor alun kidul gapura gladak kompleks masjid gedhe yogyakarta luas kedhaton inti keraton capai 13 hektar walaupun sultan yogyakarta cara resmi jadi republik indonesia tahun 1945 kompleks bangun keraton fungsi bagai tempat tinggal sultan rumah tangga istana jalan tradisi sultan hingga keraton kini rupa salah satu objek wisata kota yogyakarta kompleks keraton rupa museum simpan bagai koleksi milik sultan masuk bagai beri raja eropa replika pusaka keraton gamelan segi bangun keraton rupa salah satu contoh arsitektur istana jawa baik milik balairung mewah lapang paviliun luas budaya
